nconst,primaryName,First Name,Last Name,birthYear,deathYear,primaryProfession,knownForTitles
nm0673637,Tony Perez,Tony,Perez,1935,\N,"actor,miscellaneous","tt3511596,tt0086250,tt1843230,tt0081873"
nm0999075,Romeo Miller,Romeo,Miller,1989,\N,"actor,producer,music_department","tt0267913,tt0322589,tt0257568,tt0367403"
nm1509478,Benny Safdie,Benny,Safdie,1986,\N,"actor,director,writer","tt4846232,tt2184293,tt5727208,tt1426362"
nm2036232,Tyler Johnston,Tyler,Johnston,1987,\N,"actor,producer","tt1699509,tt7078926,tt1783392,tt4647692"
nm1490195,Jordan Calloway,Jordan,Calloway,1990,\N,"actor,producer,soundtrack","tt6045840,tt10039344,tt5420376"
nm0001324,Ian Hart,Ian,Hart,1964,\N,"actor,writer,soundtrack","tt0106339,tt0241527,tt0120660,tt5797184"
nm4287920,Julie Dell Phillips,Julie,Dell Phillips,\N,\N,"actress,set_decorator,sound_department","tt9717556,tt5969070,tt2201548,tt12317964"
nm1072555,Morena Baccarin,Morena,Baccarin,1979,\N,"actress,producer","tt0379786,tt1307824,tt1431045,tt5463162"
nm0048288,Brandon Baker,Brandon,Baker,1985,\N,"actor,soundtrack","tt0206511,tt0168357,tt0206064,tt0130172"
nm0005057,Amy Jo Johnson,Amy,Jo Johnson,1970,\N,"actress,soundtrack,director","tt0134247,tt0113820,tt9386648,tt1059475"
nm0000270,Gabrielle Anwar,Gabrielle,Anwar,1970,\N,"actress,producer,soundtrack","tt0108333,tt0114660,tt0105323,tt0810788"
nm1988958,Drew Waters,Drew,Waters,1973,\N,"actor,producer,stunts","tt1378167,tt0460627,tt2356777,tt0758745"
nm0583570,Josh Meyers,Josh,Meyers,1976,\N,"actor,writer,soundtrack","tt0466342,tt0165598,tt2818496,tt0889583"
nm2639092,Pedro Castaneda,Pedro,Castaneda,\N,\N,actor,"tt1020936,tt1320237,tt1735322,tt4574354"
nm0003069,James DuMont,James,DuMont,1965,\N,"actor,producer,writer","tt0111257,tt0257076,tt0369610,tt1860357"
nm0862841,Cheryl Tiegs,Cheryl,Tiegs,1947,\N,"actress,soundtrack","tt0118364,tt1325113,tt0088571,tt0330099"
nm1371821,Mark Reeb,Mark,Reeb,1975,\N,"producer,actor,writer","tt1713977,tt10512734,tt2023714,tt1365637"
nm0903637,Tilly Vosburgh,Tilly,Vosburgh,1960,\N,"actress,writer,soundtrack","tt0783233,tt2935476,tt0383694,tt1687901"
nm0342029,Frank Grillo,Frank,Grillo,\N,\N,"actor,producer,executive","tt1601913,tt2975578,tt7638348,tt1843866"
nm5896355,Anya Taylor-Joy,Anya,Taylor-Joy,1996,\N,"actress,soundtrack","tt4263482,tt10048342,tt4682266,tt4520364"
nm1360270,Ben McKenzie,Ben,McKenzie,1978,\N,"actor,director,writer","tt1299368,tt3749900,tt0362359,tt0411061"
nm0500978,Tsidii Leloka,Tsidii,Leloka,\N,\N,"actress,soundtrack","tt0259153,tt0098844,tt0350811,tt14571278"
nm2486428,Panward Hemmanee,Panward,Hemmanee,1983,\N,actress,"tt0814022,tt16078220,tt10007312,tt18990100"
nm0696169,Brian Presley,Brian,Presley,1977,\N,"actor,producer,director","tt0763840,tt3522806,tt1628055,tt2097338"
nm1795362,Kieron Elliott,Kieron,Elliott,\N,\N,"actor,stunts,miscellaneous","tt2417834,tt1327763,tt2386490,tt0892769"
nm1193045,Peter Benson,Peter,Benson,\N,\N,"actor,visual_effects,director","tt5568740,tt13025202,tt1699748,tt10540562"
nm0541039,Kevin Mambo,Kevin,Mambo,1972,\N,"actor,writer","tt9073940,tt3322314,tt1042877,tt0044265"
nm3966184,Joe Adler,Joe,Adler,1993,\N,actor,"tt1790864,tt1442437,tt0460627,tt1196946"
nm0745193,Michael Rothhaar,Michael,Rothhaar,1953,\N,actor,"tt0117218,tt0892535,tt0200337,tt1442437"
nm0694463,Sean Power,Sean,Power,1971,\N,"actor,producer,director","tt0460902,tt4758646,tt0757084,tt5262454"
nm3750804,Ichi Kyokaku,Ichi,Kyokaku,\N,\N,actor,"tt2312007,tt3263614,tt1424081,tt2664264"
nm0001674,Chris Rock,Chris,Rock,1965,\N,"producer,actor,writer","tt2784678,tt0351283,tt0398165,tt0325537"
nm0176869,Steve Coogan,Steve,Coogan,1965,\N,"actor,producer,writer","tt3385524,tt2431286,tt0469021,tt0274309"
nm4707217,Chad Lail,Chad,Lail,1982,\N,actor,"tt2704998,tt13682122,tt4729790,tt4511566"
nm2281974,Paul McCloskey,Paul,McCloskey,\N,\N,"camera_department,actor,cinematographer","tt1722632,tt2240884,tt0460943,tt0914805"
nm0132685,Luenell,Luenell,NA,1959,\N,"actress,writer,producer","tt0117500,tt1517451,tt0837562,tt1232200"
nm1117791,Rob Corddry,Rob,Corddry,1971,\N,"actor,writer,producer","tt1588173,tt1231587,tt1307068,tt1325113"
nm0941781,Wendy Worthington,Wendy,Worthington,1954,\N,"actress,producer,soundtrack","tt0118254,tt0824747,tt0131620,tt0118276"
nm0005109,Mila Kunis,Mila,Kunis,1983,\N,"actress,producer,soundtrack","tt4651520,tt0947798,tt0800039,tt1617661"
nm3385609,Haley Tju,Haley,Tju,2001,\N,"actress,soundtrack","tt13454122,tt6546758,tt8050740,tt9134194"
nm2518059,Stephen Weigand,Stephen,Weigand,\N,\N,actor,"tt0918575,tt2262532,tt3566726,tt1870529"
nm4487928,Ty Parker,Ty,Parker,1998,\N,actor,"tt4872896,tt2866824,tt3551096,tt2184233"
nm0006669,William Sadler,William,Sadler,1950,\N,"actor,soundtrack,producer","tt0111161,tt0101452,tt0884328,tt0099423"
nm3039295,John Taylor,John,Taylor,\N,\N,"producer,actor,director","tt16366868,tt15763882,tt12179472,tt5877444"
nm0001629,Kevin Pollak,Kevin,Pollak,1957,\N,"actor,producer,writer","tt0114814,tt0146675,tt0327247,tt0104257"
nm2017006,Debbie Doebereiner,Debbie,Doebereiner,\N,\N,actress,"tt7830416,tt12747524,tt0454792,tt12747494"
nm0427964,Doug Jones,Doug,Jones,1960,\N,"actor,soundtrack,producer","tt5580390,tt1783732,tt0457430,tt0411477"
nm0490348,Alyce LaTourelle,Alyce,LaTourelle,1970,\N,actress,"tt0169299,tt0175553,tt0098878,tt0177513"
nm0146915,Tom Cavanagh,Tom,Cavanagh,1963,\N,"actor,producer,director","tt0285403,tt7364746,tt0247091,tt0288439"
nm0347509,Tom Guiry,Tom,Guiry,1981,\N,actor,"tt0265086,tt0327056,tt0170691,tt0108037"
nm2005850,Sam Bean,Sam,Bean,\N,\N,actor,"tt2527186,tt0094484"
nm0666398,Scott Patterson,Scott,Patterson,1958,\N,"actor,producer,soundtrack","tt0238784,tt0110363,tt0890870,tt1132626"
nm2788999,Jon Michael Davis,Jon,Michael Davis,\N,\N,"actor,stunts,producer","tt6966692,tt1576699,tt3839822,tt3488298"
nm0205772,Ken Davitian,Ken,Davitian,1953,\N,"actor,producer,writer","tt0443453,tt1073498,tt0257076,tt0425061"
nm6750035,Alphonse Menyo,Alphonse,Menyo,\N,\N,"actor,producer","tt6763248,tt10508774,tt21945562,tt3735554"
nm0041752,Blythe Auffarth,Blythe,Auffarth,1985,\N,"actress,stunts","tt7603738,tt0171433,tt0830558,tt0203259"
nm0791570,Ben Shenkman,Ben,Shenkman,1968,\N,"actor,soundtrack","tt1120985,tt0318997,tt0138704,tt1070874"
nm4544708,Shelly Shenoy,Shelly,Shenoy,\N,\N,"actress,casting_department,miscellaneous","tt5785964,tt4291714,tt3391176,tt5785978"
nm0005443,Jean Smart,Jean,Smart,1951,\N,"actress,soundtrack,producer","tt2140479,tt0333766,tt10640346,tt0285331"
nm0755267,Katee Sackhoff,Katee,Sackhoff,1980,\N,"actress,producer,writer","tt1411250,tt0220506,tt2388715,tt0407362"
nm1561561,Tad Hilgenbrink,Tad,Hilgenbrink,1981,\N,"actor,cinematographer","tt0799949,tt0481273,tt1213644,tt0436058"
nm0289213,Rick Fox,Rick,Fox,1969,\N,"actor,producer","tt0118421,tt3850214,tt1586680,tt0124718"
nm4535705,Jeff Newman,Jeff,Newman,\N,\N,"writer,director,editor","tt3699332,tt2323725,tt2380303,tt3797142"
nm0055549,Christopher Daniel Barnes,Christopher,Daniel Barnes,1972,\N,"actor,soundtrack","tt0086886,tt0097757,tt0118073,tt0112572"
nm1088971,Kaila Amariah,Kaila,Amariah,1986,\N,"actress,cinematographer,editor","tt1436578,tt1007021,tt9047348,tt0300996"
nm0000616,Eric Roberts,Eric,Roberts,1956,\N,"actor,producer,soundtrack","tt1791528,tt0089941,tt1320253,tt0468569"
nm0000476,Sally Kirkland,Sally,Kirkland,1941,\N,"actress,producer,miscellaneous","tt0070903,tt0092569,tt0102138,tt3216866"
nm3131319,Valerie C. Walker,Valerie,C. Walker,\N,\N,actress,"tt1329404,tt0876259"
nm1679203,Waylon Payne,Waylon,Payne,1972,\N,"actor,soundtrack,producer","tt0893412,tt1476425,tt0358273,tt0443474"
nm1419440,Ivana Baquero,Ivana,Baquero,1994,\N,actress,"tt1051220,tt0457430,tt8961508,tt11649338"
nm0000056,Paul Newman,Paul,Newman,1925,2008,"actor,producer,director","tt0110684,tt0257044,tt0054997,tt0084855"
nm3307735,Michael Yare,Michael,Yare,1983,\N,actor,"tt2303687,tt4520364,tt11636880,tt0944947"
nm0397721,Kevin Howarth,Kevin,Howarth,\N,\N,"actor,miscellaneous","tt14057360,tt0167260,tt25579584,tt0829176"
nm0277816,Isabella Fink,Isabella,Fink,\N,\N,"miscellaneous,actress,art_department","tt0260866,tt0332047,tt0352248,tt0262985"
nm1444954,Robert Amstler,Robert,Amstler,1970,\N,"actor,producer,stunts","tt2349142,tt3334390,tt3117746,tt0181852"
nm3109778,Brett Miller,Brett,Miller,\N,\N,actor,tt1284485
nm0823563,Mike Starr,Mike,Starr,1950,\N,"actor,soundtrack,producer","tt0098554,tt0109686,tt0100150,tt0109707"
nm8275343,Skylar Bernon,Skylar,Bernon,\N,\N,actress,tt4872078
nm0280199,Christopher Fitzgerald,Christopher,Fitzgerald,1972,\N,"actor,soundtrack","tt0490579,tt1698648,tt0959337,tt0181984"
nm0163357,Garrett Clancy,Garrett,Clancy,1964,\N,"writer,actor,producer","tt0221431,tt0486561,tt5711672,tt11033384"
nm3635465,Allie Bertram,Allie,Bertram,1989,\N,actress,"tt0978764,tt2128016,tt1119644,tt1765510"
nm4116820,David Albiero,David,Albiero,\N,\N,"actor,producer","tt6171980,tt4698158,tt1681371,tt5176580"
nm0836334,Shannon Sturges,Shannon,Sturges,1968,\N,"actress,miscellaneous,executive","tt1259528,tt0257076,tt0368479,tt4630562"
nm11555663,Keisha Shadè Akinyemi,Keisha,Shadè Akinyemi,\N,\N,actress,"tt3752572,tt6531500,tt1844770,tt3152098"
nm1404825,Vanessa Marano,Vanessa,Marano,1992,\N,"actress,producer,soundtrack","tt7319822,tt1758772,tt5435008,tt0773262"
nm0327072,Rick Gomez,Rick,Gomez,\N,\N,"actor,writer,producer","tt14688458,tt1489428,tt0185906,tt0401792"
nm3137184,Kurt Cole,Kurt,Cole,\N,\N,actor,"tt0410975,tt1936532,tt3157318,tt1547050"
nm0002222,Christopher Bradley,Christopher,Bradley,1961,\N,"actor,director,writer","tt0087472,tt4287236,tt0096426,tt0119508"
nm4154798,Brenton Thwaites,Brenton,Thwaites,1989,\N,"actor,director,producer","tt1790809,tt2452200,tt0435651,tt2404233"
nm2167502,Gloria Votsis,Gloria,Votsis,1979,\N,actress,"tt1358522,tt1599357,tt0783515,tt1839578"
nm0399839,Gary Hudson,Gary,Hudson,1956,\N,"actor,producer,director","tt4477536,tt0090169,tt0105932,tt0098206"
nm0324672,Michael Lee Gogin,Michael,Lee Gogin,\N,\N,"actor,director,visual_effects","tt0799949,tt0120669,tt0089941,tt0090887"
nm0741580,Michael Rose,Michael,Rose,\N,\N,actor,"tt14168162,tt10452854,tt5936866,tt0475784"
nm1166613,Naturi Naughton,Naturi,Naughton,1984,\N,"actress,soundtrack,director","tt0979434,tt0472198,tt1016075,tt3281796"
nm0992538,Steve Howey,Steve,Howey,1977,\N,"actor,producer,soundtrack","tt0491152,tt0901476,tt0398913,tt1185266"
nm0267511,Sean Faris,Sean,Faris,1982,\N,"actor,producer","tt0368975,tt0213149,tt0443295,tt1023111"
nm1281343,Emily Stofle,Emily,Stofle,\N,\N,"actress,art_department","tt0284929,tt4093826,tt1937372,tt0460829"
nm0007102,Tabu,Tabu,NA,1970,\N,"actress,music_department","tt3390572,tt8108198,tt0454876,tt4430212"
nm0316933,Debbie Gibson,Debbie,Gibson,1970,\N,"actress,soundtrack,composer","tt10714760,tt8351424,tt4052886,tt6008686"
nm3606106,Sterling Jerins,Sterling,Jerins,2004,\N,"actress,art_director","tt0816711,tt1457767,tt4304864,tt5247022"
nm2300913,Adam Kern,Adam,Kern,\N,\N,"actor,producer,writer","tt1815997,tt1205506,tt3482062,tt6079516"
nm2544490,Nicole Bremault,Nicole,Bremault,\N,\N,actress,tt0287140
nm0393171,Ryan Honey,Ryan,Honey,1976,\N,"actor,producer,writer","tt1684564,tt0460651,tt0244365,tt0203019"
nm1869640,Kristina Pesic,Kristina,Pesic,\N,\N,actress,"tt1344204,tt2189221,tt0446029,tt3512900"
nm1086543,Amanda Seyfried,Amanda,Seyfried,1985,\N,"actress,soundtrack,producer","tt1707386,tt0892318,tt0377092,tt0989757"
nm0062844,Frances Bay,Frances,Bay,1919,2011,actress,"tt0116483,tt0090756,tt0209475,tt0141369"
nm1395771,Lucas Till,Lucas,Till,1990,\N,"actor,producer","tt1682180,tt1270798,tt1114677,tt3385516"
nm0069079,Troian Bellisario,Troian,Bellisario,1985,\N,"actress,director,writer","tt2310240,tt1578873,tt1090749,tt6613878"
nm0000699,Michael Wincott,Michael,Wincott,1958,\N,actor,"tt0114558,tt0102798,tt0109506,tt0108333"
nm6368720,Joey Morgan,Joey,Morgan,1993,2021,"actor,cinematographer,producer","tt3120280,tt1727776,tt7424290,tt4668790"
nm1119645,Lynn Shelton,Lynn,Shelton,1965,2020,"director,actress,producer","tt8484012,tt1742336,tt2034031,tt1334537"
nm0595680,Patrick Mofokeng,Patrick,Mofokeng,\N,\N,actor,"tt0127357,tt0783532,tt1234546,tt1057500"
nm0107748,Spencer Breslin,Spencer,Breslin,1992,\N,"actor,producer,miscellaneous","tt0452681,tt0312528,tt0949731,tt0219854"
nm0368526,John-Peter Hasson,John-Peter,Hasson,1977,\N,"composer,producer,actor","tt0156417,tt0287992,tt2817294,tt12327104"
nm0954036,Natalie Zea,Natalie,Zea,1975,\N,"actress,director","tt1489428,tt4903242,tt0286486,tt1386588"
nm0000295,Kate Beckinsale,Kate,Beckinsale,1973,\N,"actress,producer,soundtrack","tt0320691,tt0338526,tt0401855,tt0452702"
nm0000255,Ben Affleck,Ben,Affleck,1972,\N,"producer,actor,writer","tt0119217,tt1024648,tt2267998,tt0840361"
nm1357069,Nicholas Art,Nicholas,Art,1999,\N,actor,"tt0938567,tt0365737,tt0489237,tt0044265"
nm2328228,Grace Thorsen,Grace,Thorsen,1982,\N,actress,"tt0830632,tt0496673,tt0489235,tt1967545"
nm1393354,Kristen Connolly,Kristen,Connolly,1980,\N,"actress,producer","tt1713476,tt0765476,tt1259521,tt0949731"
nm0785196,Sean Serino,Sean,Serino,\N,\N,"actress,writer,producer","tt0106826,tt0385726,tt0402808,tt8354330"
nm3009232,Ezra Miller,Ezra,Miller,1992,\N,"actor,producer,director","tt0974015,tt1659337,tt1242460,tt0439572"
nm0530365,Sergi López,Sergi,López,1965,\N,"actor,soundtrack","tt0216800,tt0204709,tt0301199,tt0457430"
nm0625796,Tracy Nelson,Tracy,Nelson,1963,\N,"actress,soundtrack","tt0096582,tt0127702,tt0090966,tt0264559"
nm0001252,Vincent Gallo,Vincent,Gallo,1961,\N,"actor,director,soundtrack","tt0106307,tt1561768,tt0118789,tt0330099"
nm2467178,Mike Straub,Mike,Straub,1977,\N,actor,"tt1020543,tt1124039,tt3384904,tt1053859"
nm1919171,Tim Sylvia,Tim,Sylvia,1976,\N,"actor,stunts","tt6474752,tt0473188,tt1311067,tt1510926"
nm0324397,Dave Goelz,Dave,Goelz,1946,\N,"actor,soundtrack,miscellaneous","tt0074028,tt0085017,tt0104940,tt1204342"
nm0329481,Ginnifer Goodwin,Ginnifer,Goodwin,1978,\N,"actress,soundtrack,producer","tt0358273,tt1843230,tt2948356,tt0421030"
nm0000451,Gaby Hoffmann,Gaby,Hoffmann,1982,\N,"actress,soundtrack,director","tt0114011,tt0098554,tt0097351,tt0116242"
nm1684924,Aaron Brown,Aaron,Brown,\N,\N,"actor,miscellaneous,writer","tt0295369,tt0834911,tt0294852,tt0289626"
nm0108287,Jordana Brewster,Jordana,Brewster,1980,\N,actress,"tt0232500,tt0133751,tt0420294,tt2820852"
nm4563869,Sophie Nélisse,Sophie,Nélisse,2000,\N,actress,"tt7329656,tt5316540,tt1596345,tt0816442"
nm1159180,Ed Helms,Ed,Helms,1974,\N,"actor,soundtrack,producer","tt1119646,tt1524930,tt0115147,tt0386676"
nm0542990,Tamela J. Mann,Tamela,J. Mann,1966,\N,"actress,producer,soundtrack","tt1047494,tt0422093,tt1142800"
nm0431438,Mark Joy,Mark,Joy,1950,\N,"actor,producer,writer","tt0265087,tt0120655,tt0104691,tt0126604"
nm0345937,Michael Guerin,Michael,Guerin,1967,\N,"actor,stunts","tt0256278,tt0210138,tt0163318,tt0155815"
nm0234371,Kriss Dosanjh,Kriss,Dosanjh,\N,\N,actor,"tt0301199,tt0390784,tt8266310,tt0480025"
nm3571592,Christopher Abbott,Christopher,Abbott,1986,\N,"actor,soundtrack,producer","tt5918982,tt4695012,tt3553442,tt4288636"
nm0365281,Rosemary Harris,Rosemary,Harris,1927,\N,"actress,soundtrack","tt0316654,tt0145487,tt0292963,tt0413300"
nm2874070,Lindsay Page,Lindsay,Page,\N,\N,actress,tt1160317
nm0586265,Mihaela Mihut,Mihaela,Mihut,\N,\N,"actress,casting_department","tt0116943,tt1230211,tt7200946,tt4796634"
nm0451234,Irrfan Khan,Irrfan,Khan,1967,2020,"actor,director,producer","tt0369610,tt1010048,tt1620933,tt2350496"
nm4343392,Whit Albrecht,Whit,Albrecht,\N,\N,"actor,miscellaneous",tt1839426
nm0535084,Frank Medrano,Frank,Medrano,1958,\N,actor,"tt0111161,tt0117665,tt0181316,tt0116277"
nm2501633,Lena Dunham,Lena,Dunham,1986,\N,"producer,writer,actress","tt1723816,tt1758830,tt7131622,tt1570989"
nm8708944,Mike Albanese,Mike,Albanese,\N,\N,NA,"tt5275892,tt7044010"
nm0674782,Harold Perrineau,Harold,Perrineau,1963,\N,"actor,producer,soundtrack","tt0463854,tt0234215,tt0117509,tt0119051"
nm0005579,Christy Carlson Romano,Christy,Carlson Romano,1984,\N,"actress,producer,soundtrack","tt0206511,tt0278866,tt3455826,tt7979492"
nm0430107,Michael B. Jordan,Michael,B. Jordan,1987,\N,"actor,producer,director","tt1502712,tt1825683,tt3076658,tt2334649"
nm2463805,Drew Fonteiro,Drew,Fonteiro,\N,\N,"actor,casting_director","tt3566726,tt3205802,tt2402207,tt6659936"
nm0641939,Ryan O'Neal,Ryan,O'Neal,1941,\N,"actor,soundtrack,producer","tt0069495,tt0070510,tt0072684,tt0066011"
nm0523017,Oscar Lowe,Oscar,Lowe,\N,\N,actor,"tt0404745,tt0208614,tt0281887"
nm0000556,Olivia Newton-John,Olivia,Newton-John,1948,2022,"music_artist,soundtrack,actress","tt0119094,tt0077631,tt0086494,tt0081777"
nm0715708,Tanoai Reed,Tanoai,Reed,1974,\N,"stunts,actor,miscellaneous","tt0327850,tt1905041,tt2820852,tt1596343"
nm0001143,Kevin Dillon,Kevin,Dillon,1965,\N,"actor,soundtrack,producer","tt0094761,tt0101761,tt0091763,tt0409182"
nm0828906,Cynthia Stevenson,Cynthia,Stevenson,1962,\N,"actress,soundtrack","tt0105151,tt0147612,tt1131734,tt0113321"
nm0004149,Bo Svenson,Bo,Svenson,1941,\N,"actor,writer,producer","tt0076028,tt0079640,tt0378194,tt0361748"
nm0779084,Dougray Scott,Dougray,Scott,1965,\N,"actor,producer","tt0120631,tt0120755,tt1655420,tt0465494"
nm1083404,Sarah Shahi,Sarah,Shahi,1980,\N,"actress,producer,director","tt6443346,tt1308729,tt0302886,tt0285333"
nm0397788,Brian Howe,Brian,Howe,1957,\N,"actor,producer,director","tt0475784,tt1870479,tt3766376,tt0454921"
nm1672246,Jorma Taccone,Jorma,Taccone,1977,\N,"writer,producer,actor","tt0787475,tt3960412,tt0072562,tt1490017"
nm0533599,Steven Mackintosh,Steven,Mackintosh,1967,\N,"actor,soundtrack","tt0405508,tt0366627,tt0401855,tt0100133"
nm0450116,Brian Kerwin,Brian,Kerwin,1949,\N,"actor,producer,soundtrack","tt0062595,tt0116669,tt0988595,tt0096289"
nm1256532,Jon Bernthal,Jon,Bernthal,1976,\N,"actor,producer","tt9620288,tt0993846,tt2713180,tt3890160"
nm1682392,Christie Laing,Christie,Laing,1985,\N,"actress,art_department","tt1465522,tt0389564,tt2193021,tt0279600"
nm1369586,Tom Waldman,Tom,Waldman,\N,\N,actor,"tt0239715,tt0098888,tt0330181,tt0296037"
nm0686009,Jacob Pitts,Jacob,Pitts,1979,\N,"actor,cinematographer,soundtrack","tt0445922,tt0356150,tt0478087,tt1489428"
nm0353624,Dan Haggerty,Dan,Haggerty,1942,2016,"actor,miscellaneous,producer","tt0099496,tt0109033,tt0490086,tt0090578"
nm1129383,Eric Jacobson,Eric,Jacobson,1971,\N,"actor,soundtrack,miscellaneous","tt2281587,tt0329737,tt0063951,tt1204342"
nm3669102,Hal Maynor,Hal,Maynor,\N,\N,"producer,actor,visual_effects",tt1539313
nm2388431,Kristen Bush,Kristen,Bush,\N,\N,actress,"tt1872818,tt0203259,tt2699110,tt2388986"
nm0499791,Fredric Lehne,Fredric,Lehne,1959,\N,"actor,director,writer","tt1345836,tt0119654,tt5838338,tt0081283"
nm3311695,Chase Williamson,Chase,Williamson,1988,\N,"actor,producer,writer","tt11469196,tt2170584,tt2980592,tt1783732"
nm0102007,Ben Boyer,Ben,Boyer,1975,\N,"actor,miscellaneous,composer","tt0118541,tt0120095,tt0448190,tt6232560"
nm0438463,Anil Kapoor,Anil,Kapoor,1956,\N,"actor,producer,music_department","tt2792284,tt0152836,tt1010048,tt7431594"
nm0605514,D. David Morin,D.,David Morin,1955,\N,"actor,producer,writer","tt0313043,tt1196946,tt4590930,tt9784456"
nm1819605,Dan Skene,Dan,Skene,\N,\N,"stunts,actor,producer","tt2120120,tt6920084,tt7888964,tt3758814"
nm3453476,Anne Winters,Anne,Winters,1994,\N,"actress,producer,soundtrack","tt7487358,tt5462326,tt1837492,tt6781982"
nm0606690,Julian Morris,Julian,Morris,1983,\N,"actor,director,cinematographer","tt2076871,tt3973768,tt1826940,tt6255500"
nm2464261,Necar Zadegan,Necar,Zadegan,1982,\N,"actress,producer","tt2817246,tt0914863,tt2137109,tt0285331"
nm0859772,Tim Thomerson,Tim,Thomerson,1946,\N,"actor,producer,miscellaneous","tt0086508,tt0099005,tt0090192,tt0093605"
nm0005238,Beverley Mitchell,Beverley,Mitchell,1981,\N,"actress,producer,soundtrack","tt0323810,tt0432348,tt0115083,tt0115986"
nm0502813,Marco Leonardi,Marco,Leonardi,1971,\N,"actor,soundtrack","tt0285823,tt0095765,tt0103994,tt0465737"
nm0764430,Carlos Sanz,Carlos,Sanz,\N,\N,"actor,writer,producer","tt0479884,tt0101393,tt3881784,tt2364841"
nm0799706,Chelan Simmons,Chelan,Simmons,1982,\N,"actress,soundtrack","tt0452625,tt1465522,tt0414982,tt0455967"
nm6634253,Anjali Alm-Basu,Anjali,Alm-Basu,\N,\N,actress,tt3526462
nm5920263,Teri Ann Nelson,Teri,Ann Nelson,\N,\N,actress,"tt9309046,tt13257868,tt8890142,tt2656588"
nm3502480,Ben Marten,Ben,Marten,\N,\N,actor,"tt1937449,tt2261391,tt8906722,tt9810248"
nm0515934,Brian Lloyd,Brian,Lloyd,\N,\N,actor,"tt1355627,tt0395843,tt0758737,tt0829424"
nm0090309,Russell Bobbitt,Russell,Bobbitt,\N,\N,"art_department,actor,producer","tt4154756,tt4154796,tt3498820,tt3896198"
nm2530687,Jochen Hägele,Jochen,Hägele,1974,\N,actor,"tt10423460,tt4835480,tt4971344,tt10405142"
nm2841629,Bianca Malinowski,Bianca,Malinowski,1985,\N,"actress,producer,writer","tt2281375,tt1230213,tt1399045,tt2543312"
nm0043966,Kristian Ayre,Kristian,Ayre,1977,\N,"actor,writer","tt0142074,tt0159899,tt0319343,tt0115366"
nm0872910,Jasmine Trinca,Jasmine,Trinca,1981,\N,"actress,director,writer","tt0208990,tt2515034,tt18285792,tt6306400"
nm1177286,Valerie Azlynn,Valerie,Azlynn,1980,\N,"actress,producer,writer","tt0942385,tt2891574,tt6546758,tt0374536"
nm0209496,John de Lancie,John de,Lancie,1948,\N,"actor,soundtrack,producer","tt0490204,tt0964539,tt1121931,tt0117108"
nm5606699,Brian Lucero,Brian,Lucero,\N,\N,actor,"tt1028581,tt2287053,tt2814952"
