budget,genres,id,imdb_id,title,production_companies,production_countries,release_date,revenue,runtime,spoken_languages
75000000,"Comedy, Drama, Music, Romance",80585,tt1336608,Rock of Ages,"{New Line Cinema}, {Offspring Entertainment}, {Corner Store Entertainment}, {Material Pictures}",US,2012-06-13,59418613,123,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
10000000,"Comedy, Drama, Romance, Science Fiction",88005,tt1307068,Seeking a Friend for the End of the World,"{Mandate Pictures}, {Indian Paintbrush}, {Anonymous Content}, {Focus Features}",US,2012-06-22,9636289,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
50000000,"Comedy, Fantasy",72105,tt1637725,Ted,"{Universal Pictures}, {Media Rights Capital}, {Fuzzy Door Productions}",US,2012-06-29,549368315,106,"[{'iso_639_1': 'en', 'name': 'English'}]"
7000000,"Drama, Comedy",77930,tt1915581,Magic Mike,"{Extension 765}, {Iron Horse Entertainment (II)}",US,2012-06-28,167221571,110,"[{'iso_639_1': 'en', 'name': 'English'}]"
25000000,"Adventure, Drama",83770,tt0337692,On the Road,"{American Zoetrope}, {France 2 Cinéma}, {VideoFilmes}, {Vanguard Films}, {Canal+}, {SPAD Films}, {MK2 Productions}, {Film4}, {Ciné+}, {France Télévisions}, {Nomadic Pictures}, {Kramer & Sigman Films}, {Jerry Leider Company}","BR, FR, GB, US",2012-05-22,8784318,137,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
0,"Comedy, Drama",50590,tt1247683,Norman,{North by Northwest Entertainment},US,2010-06-11,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,,78999,tt1205541,Virtual JFK: Vietnam If Kennedy Had Lived,,US,2008-09-17,0,0,"[{'iso_639_1': 'en', 'name': 'English'}]"
215000000,"Action, Adventure, Fantasy",1930,tt0948470,The Amazing Spider-Man,"{Columbia Pictures}, {Laura Ziskin Productions}, {Marvel Entertainment}",US,2012-06-27,752215857,136,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Thriller",23823,tt1261978,Wrong Turn 3: Left for Dead,"{Constantin Film}, {Summit Entertainment}, {20th Century Fox Home Entertainment}",US,2009-01-01,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
1800000,"Drama, Fantasy",84175,tt2125435,Beasts of the Southern Wild,"{Journeyman Pictures}, {Court 13 Pictures}, {Cinereach}",US,2012-06-29,21107746,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
16000000,Drama,98548,tt1716777,People Like Us,"{DreamWorks SKG}, {Touchstone Pictures}",US,2012-06-29,12434778,114,"[{'iso_639_1': 'en', 'name': 'English'}]"
45000000,"Crime, Drama, Thriller",82525,tt1615065,Savages,"{Ixtlan}, {Relativity Media}, {Onda Entertainment}",US,2012-07-06,82966152,131,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"TV Movie, Drama",52311,tt0869019,Candles on Bay Street,{Hallmark Hall of Fame Productions},"CA, US",2006-11-26,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,66025,tt1450328,Mooz-lum,,US,2011-02-11,330048,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Adventure, Comedy, Drama, Thriller",5965,tt0303017,Scorcher,,US,2003-01-01,0,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
1000000,"Comedy, Drama, Romance",96534,tt1679248,My Last Day Without You,,US,2011-06-11,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Comedy, Crime",103370,tt2215285,Madea's Witness Protection,"{Tyler Perry Company, The}",US,2012-06-29,0,114,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Comedy, Thriller",62289,tt0203536,A Good Night to Die,,US,2003-01-01,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
300000,"Comedy, Horror, Thriller",80468,tt1568341,Some Guy Who Kills People,,US,2011-04-14,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,Drama,51794,tt1686039,Five Minarets in New York,,"TR, US",2010-03-09,0,119,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}, {'iso_639_1': 'en', 'name': 'English'}]"
68000000,Comedy,80035,tt1298649,The Watch,"{Ingenious Film Partners}, {Ingenious Media}, {Twentieth Century Fox Film Corporation}, {Dune Entertainment}, {21 Laps Entertainment}, {Dune Entertainment III}, {Big Screen Productions}, {Down Productions}",US,2012-07-26,68267862,98,"[{'iso_639_1': 'en', 'name': 'English'}]"
8000000,"Drama, Comedy",93676,tt1703125,Someday This Pain Will Be Useful to You,"{Rai Cinema}, {Jean Vigo Italia}, {The 7th Floor}, {Four of a Kind Productions}, {Banca Nazionale del Lavoro}, {Ministero per i Beni e le Attività Culturali (MiBAC)}","IT, US",2011-11-02,0,96,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
0,"Action, Adventure, Drama, Horror, Science Fiction, Thriller",50053,tt1694508,2010: Moby Dick,"{Asylum, The}",US,2010-11-23,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Crime, Drama, Thriller",73567,tt1726669,Killer Joe,"{Voltage pictures}, {Worldview Entertainment}, {ANA Media}, {Picture Perfect (I)}",US,2011-09-10,3665069,102,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,19575,tt1091172,Bob Funk,{Unified Pictures},US,2009-03-20,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Horror, Thriller",14863,tt1137996,Anaconda 3: Offspring,{Castel Film Romania},"US, RO",2008-01-01,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,78571,tt0455323,Being Flynn,"{Depth of Field}, {Focus Features}, {Tribeca Productions}, {Corduroy Films}",US,2012-03-02,540152,102,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
0,Drama,101325,tt1368858,The Forger,"{Jetlag Productions}, {Bahr Productions Inc.}, {Experience Media Studios}",US,2011-03-09,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Fantasy",16716,tt0216621,A Christmas Carol,"{Turner Network Television (TNT)}, {Hallmark Entertainment}",US,1999-12-05,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Romance, Fantasy, Drama",103332,tt1839492,Ruby Sparks,{Fox Searchlight Pictures},US,2012-07-25,9128263,104,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
125000000,"Action, Science Fiction, Adventure, Thriller",64635,tt1386703,Total Recall,"{Columbia Pictures}, {Original Film}, {Rekall Productions}, {Prime Focus}, {Total Recall}","CA, US",2012-08-02,198802074,121,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Thriller",55680,tt1772373,The Craigslist Killer,"{PeaceOut Productions}, {Silver Screen Pictures}, {Silverscreen Alta}",US,2011-01-03,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
6500000,"Action, Adventure, Thriller",28465,tt1360767,A Dangerous Man,{My Own Worst Enemy},US,2009-01-01,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Romance, Drama",320917,tt0401703,Oranges,{Film Victoria},"US, AU",2004-03-13,0,13,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Drama, Thriller",35402,tt1261862,Icarus,"{Insight Film Studios}, {Cinetel Films}, {Icarus BC Productions}","US, CA",2010-02-09,0,88,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]"
2000000,"Action, Thriller",102630,tt1919090,Stash House,{After Dark Films},US,2012-05-11,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
6000000,"Action, Thriller",122924,tt1881024,One in the Chamber,"{Motion Picture Corporation of America}, {Mediapro Studios}, {Throttle Films}","RO, US",2012-08-21,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
3000000,"Drama, Action, Thriller, Crime",100683,tt1735862,Dragon Eyes,"{Dark Castle Entertainment}, {Silver Pictures}, {Signature Pictures}, {After Dark Films}, {Autonomous Films}, {Signature Entertainment}",US,2012-05-10,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
1,"Comedy, Romance",59296,tt1436559,"Love, Wedding, Marriage","{120dB Films}, {Scion Films}, {Voodoo Production Services}, {Chydzik Media Group}, {First Wedding Productions}",US,2011-06-03,1378,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
200000000,"Action, Adventure, Thriller",37724,tt1074638,Skyfall,{Columbia Pictures},"GB, US",2012-10-25,1108561013,143,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,77953,tt1790886,The Campaign,"{Everyman Pictures}, {Gary Sanchez Productions}, {Warner Bros.}, {Location Gourmet}",US,2012-08-09,104907746,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Thriller",85414,tt1990181,Brake,"{Lightning Entertainment}, {La Costa Productions}, {Walking West Entertainment}",US,2012-03-22,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Drama, Comedy, Romance",82696,tt1535438,Hope Springs,"{Columbia Pictures}, {Mandate Pictures}, {Escape Artists}, {Management 360}, {Metro-Goldwyn-Mayer (MGM)}",US,2012-08-07,114281051,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Drama, Action",36996,tt0304584,The President's Man: A Line in the Sand,"{Norris Brothers Entertainment}, {Washo Brothers Entertainment}",US,2002-01-01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
6000000,"Action, Adventure, Thriller",20499,tt0432267,The Cutter,"{Nu Image Films}, {North by Northwest Entertainment}, {Millennium Films}",US,2005-11-21,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Action, Adventure",77068,tt0780645,War of the Dead,{Momentum Films},"US, LT, IT",2011-10-22,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Comedy",79771,tt1727252,Chillerama,{ArieScope Pictures},US,2011-10-14,0,120,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
0,Drama,75595,tt1623745,Little Birds,"{Hunting Lane Films}, {Millennium Entertainment}, {Polsky Films}, {Sundial Pictures}",US,2011-01-23,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
22000000,"Comedy, Family",82650,tt2023453,Diary of a Wimpy Kid: Dog Days,{Fox 2000 Pictures},US,2012-08-02,77112176,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,75680,tt2066040,The PHD movie,,US,2011-08-12,0,65,"[{'iso_639_1': 'en', 'name': 'English'}]"
3000000,Comedy,84203,tt1577052,Goats,,US,2012-08-10,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Romance",84184,tt1405365,Celeste & Jesse Forever,{Team Todd},US,2012-08-03,3094813,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
2000000,"Action, Comedy, Romance",109513,tt2097307,Hit & Run,"{Primate Pictures}, {Kim and Jim Productions}, {Panay Films}, {Exclusive Media Group}",US,2012-08-22,14400000,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
0,Drama,14196,tt0828393,Garden Party,{Lookout Films},US,2008-07-11,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Comedy",73846,tt1175713,The Family Tree,{Entertainment One},US,2011-09-26,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,83384,tt1690455,Dark Horse,,US,2011-09-05,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]"
35000000,"Crime, Action, Thriller",49526,tt1547234,Premium Rush,{Pariah Entertainment Group},US,2012-08-24,31083599,91,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'en', 'name': 'English'}]"
0,"Fantasy, Drama, Comedy, Family",71864,tt1462769,The Odd Life of Timothy Green,{Walt Disney Pictures},US,2012-08-15,51854875,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
26000000,"Crime, Drama",82633,tt1212450,Lawless,"{The Weinstein Company}, {Benaroya Pictures}, {Yucaipa Films}, {Annapurna Pictures}, {Pie Films Inc.}, {Red Wagon Entertainment}, {Revolt Films}, {Blum Hanson Allen Films}",US,2012-08-29,53676580,115,"[{'iso_639_1': 'en', 'name': 'English'}]"
5000000,"Horror, Thriller, Comedy",71668,tt1714203,Piranha 3DD,"{Dimension Films}, {Mark Canton Productions}, {Intellectual Properties Worldwide}",US,2012-05-11,8493728,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
3000000,"Horror, Thriller",89691,tt1603257,ATM,"{Buffalo Gal Pictures}, {The Safran Company}, {Gold Circle Films}","CA, US",2012-02-17,3010,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,84340,tt2077851,Sleepwalk with Me,{Sleepwalkers Anonymous},US,2012-08-24,0,81,"[{'iso_639_1': 'en', 'name': 'English'}]"
14000000,"Horror, Thriller",77883,tt0431021,The Possession,"{Ghost House Pictures}, {North Box Productions}","US, CA",2012-08-30,85446075,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Thriller, Action, Crime",127521,tt1975249,6 Bullets,"{Motion Picture Corporation of America (MPCA)}, {Rodin Entertainment}",US,2012-09-11,0,115,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
17000000,"Horror, Thriller",79694,tt1433822,The Apparition,"{StudioCanal}, {Dark Castle Entertainment}, {Warner Bros.}, {Studio Babelsberg Motion Pictures}",US,2012-08-23,9627492,82,"[{'iso_639_1': 'en', 'name': 'English'}]"
3000000,"Comedy, Romance",84174,tt1920849,Bachelorette,"{Gary Sanchez Productions}, {BCDF Pictures}",US,2012-08-06,11947954,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
6000000,"Drama, Thriller",83686,tt1840417,The Words,"{CBS Films}, {Also Known As Pictures}",US,2012-09-07,13231461,96,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
17000000,"Comedy, Music, Romance",114150,tt1981677,Pitch Perfect,{Brownstone Productions},US,2012-09-28,115350426,112,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000000,"Action, Thriller",77948,tt1366365,The Cold Light of Day,"{Summit Entertainment}, {Intrepid Pictures}, {Film Rites}, {Galavis Film}, {Picture Machine}, {Fria Luz Del Dia, A.I.E.}",US,2012-04-04,16863583,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
0,"Drama, Comedy, Romance",84281,tt2063666,Hello I Must Be Going,"{Next Wednesday Productions}, {Oscilloscope Laboratories}, {Union Entertainment Group (II)}, {Skyscraper Films}",US,2012-09-07,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"TV Movie, Action, Drama, Thriller",37661,tt0424176,Icon,"{Larry Levinson Productions}, {Hallmark Entertainment}, {Russian World Studios}","RU, US",2005-01-01,0,166,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Action, Thriller, Science Fiction",59967,tt1276104,Looper,"{Endgame Entertainment}, {FilmDistrict}, {DMG Entertainment}, {Ram Bergman Productions}","CN, US",2012-09-26,47042000,118,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Thriller, Crime",84188,tt1971352,Compliance,"{Muskat Filmed Properties}, {Bad Cop Bad Cop Film Productions}, {Dogfish Pictures}",US,2012-08-23,319285,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
70000000,Comedy,87428,tt1232200,That's My Boy,"{Columbia Pictures}, {Happy Madison Productions}, {Relativity Media}",US,2012-06-14,58058367,116,"[{'iso_639_1': 'en', 'name': 'English'}]"
400000,"Drama, Romance",81215,tt1572154,Kinyarwanda,,"US, FR",2011-01-24,0,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'rw', 'name': 'Kinyarwanda'}]"
2500000,"Science Fiction, Comedy, Drama, Crime",84329,tt1990314,Robot & Frank,"{Samuel Goldwyn Films}, {Stage 6 Films}, {Park Pictures}, {TBB}, {Dog Run Pictures}, {White Hat}",US,2012-08-16,3325038,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Horror, Thriller",24421,tt1082599,Stag Night,"{Film Tiger}, {Instinctive Film}, {Rifkin-Eberts}",US,2008-06-26,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Family",96973,tt1393742,Jesus Henry Christ,"{Red Om Films}, {Reliance BIG Entertainment}, {Hopscotch Pictures}",US,2012-05-04,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
65000000,"Action, Horror, Science Fiction",71679,tt1855325,Resident Evil: Retribution,{Davis-Films},"CA, FR, DE, US",2012-09-12,240159255,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Romance",87825,tt2083383,Trouble with the Curve,"{Malpaso Productions}, {Warner Bros.}",US,2012-09-21,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,100529,tt1710417,Lola Versus,"{Fox Searchlight Pictures}, {Groundswell Productions}",US,2012-04-24,252603,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
32000000,Drama,68722,tt1560747,The Master,"{Ghoulardi Film Company}, {The Weinstein Company}, {Annapurna Pictures}",US,2012-09-07,28258060,137,"[{'iso_639_1': 'en', 'name': 'English'}]"
50000000,"Action, Science Fiction",49049,tt1343727,Dredd,"{DNA Films}, {Reliance BIG Entertainment}, {IM Global}, {Rena Film}, {Peach Trees}","ZA, GB, US, IN",2012-09-07,41037742,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
650000,"Horror, Thriller",137145,tt1877543,247°F,"{Sarke Studio}, {Imedi Films}, {Foley Walkers Studio}","GE, US",2011-09-01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Drama, Thriller",60599,tt1764183,Arbitrage,"{Lionsgate}, {Artina Films}, {Lucky Monkey Pictures}, {Green Room Films}, {Treehouse Pictures}, {Alvernia Studios}, {LB Productions}, {Parlay Films}",US,2012-09-14,35485056,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
1250000,"Drama, Comedy",98369,tt1758575,Blue Like Jazz,{Ruckus Films},US,2012-04-13,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,55723,tt1792799,ChromeSkull: Laid to Rest 2,"{Dry County Films}, {Epic Pictures Group}",US,2011-09-20,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Drama, Thriller",19823,tt0963965,Dolan's Cadillac,"{Prescience}, {Minds Eye Entertainment}, {Footprint Investments}",US,2009-10-23,0,81,"[{'iso_639_1': 'en', 'name': 'English'}]"
5000000,"Comedy, Thriller",122930,tt2005164,Breathless,{Anchor Bay},US,2012-01-04,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
7000000,"Crime, Drama, Thriller",77016,tt1855199,End of Watch,"{Emmett/Furla Films}, {Exclusive Media Group}, {Hedge Fund Film Partners}, {Crave Films}, {Knightsbridge Entertainment}, {Le Grisbi Productions}, {5150 Action}",US,2012-09-20,48126384,109,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
0,"Thriller, Horror",84348,tt2105044,V/H/S,"{The Collective}, {Bloody Disgusting}, {8383 Productions}",US,2012-07-28,100345,116,"[{'iso_639_1': 'en', 'name': 'English'}]"
13000000,"Drama, Romance",84892,tt1659337,The Perks of Being a Wallflower,"{Summit Entertainment}, {Mr. Mudd Production}",US,2012-09-20,33400000,102,"[{'iso_639_1': 'en', 'name': 'English'}]"
14000000,"Drama, Music",88036,tt1876451,Sparkle,"{TriStar Pictures}, {Phoenix Pictures}, {Stage 6 Films}, {Akil Production Company}",US,2012-08-17,24637469,116,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
0,"Drama, Romance",68663,tt0488928,Guilty Hearts,,US,2006-01-01,0,180,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Crime, Drama",51996,tt1512240,Thin Ice,"{ATO Pictures}, {Werc Werk Works}",US,2011-01-24,790421,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'es', 'name': 'Español'}]"
14000000,Thriller,75638,tt1748179,Red Lights,"{First Generation Films}, {Antena 3 Films}, {Televisió de Catalunya TV3}, {Canal+ España}, {Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)}, {Millennium Films}, {Nostromo Pictures}, {Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)}, {Cindy Cowan Entertainment}, {La Sexta}, {Attitude Pinículas y Films A.I.E.}","ES, US",2012-03-02,13551174,119,"[{'iso_639_1': 'en', 'name': 'English'}]"
12500000,Thriller,82390,tt1496422,The Paperboy,"{Lee Daniels Entertainment}, {Nu Image Films}, {Benaroya Pictures}, {Millennium Films}",US,2012-09-14,1353868,107,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Fantasy, Mystery",270372,tt2062555,In Passing,,"US, IE, NL",2011-09-27,0,75,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}]"
6900000,"Horror, Thriller",82505,tt1582507,House at the End of the Street,"{A Bigger Boat}, {Relativity Media}, {FilmNation Entertainment}",US,2012-09-21,44287131,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
1000000,Comedy,128564,tt2098627,Attack of the 50 Foot Cheerleader,"{Epix}, {New Horizons Picture}",US,2012-01-01,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Action, Thriller, Science Fiction",86703,tt2043757,2-Headed Shark Attack,{The Asylum},US,2012-01-17,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,127700,tt1695409,The Newest Pledge,,US,2012-08-28,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",101731,tt1839654,The Magic of Belle Isle,"{Castle Rock Entertainment}, {Revelations Entertainment}, {Magnolia Pictures}, {Voltage Pictures}, {Firebrand Productions}, {Summer Magic}",US,2012-07-06,102388,109,"[{'iso_639_1': 'en', 'name': 'English'}]"
